newid,age,sex,grade,peer_ecig_susceptibility,household_tobacco_use,perceived_harm_original,perceived_harm_binary,ever_used_ecig
103102,4,2,2,4,0,3,1,0
103103,5,2,2,2,1,1,0,0
103104,4,1,2,4,0,4,1,0
103105,5,1,2,3,0,2,0,0
103107,3,1,1,3,0,4,1,0
103108,6,2,4,NULL,1,4,1,1
103109,8,1,5,4,0,4,1,0
103110,10,2,7,4,0,4,1,0
103111,5,1,2,NULL,0,2,0,1
103112,4,2,2,4,0,4,1,0
103114,6,2,4,3,0,4,1,0
103115,8,1,4,4,0,4,1,0
103117,3,1,1,4,0,3,1,0
103119,4,1,1,4,0,3,1,0
103120,9,2,6,NULL,0,2,0,1
103122,4,2,2,4,0,4,1,0
103123,5,2,2,4,1,3,1,0
103126,6,1,4,NULL,0,3,1,1
103128,7,1,5,3,0,3,1,0
103129,7,2,5,3,0,4,1,0
103130,9,1,5,3,0,3,1,0
103131,8,2,5,4,0,1,0,0
103132,7,2,5,2,1,2,0,0
103133,4,2,2,3,0,3,1,0
103134,3,1,1,4,1,3,1,0
103136,6,1,3,4,0,3,1,0
103138,5,2,3,4,0,4,1,0
103139,6,1,3,4,0,4,1,0
103140,7,1,4,4,0,4,1,0
103141,9,1,6,4,0,4,1,0
103142,3,1,1,4,1,4,1,0
103143,8,1,5,NULL,1,3,1,1
103144,7,2,4,4,0,3,1,0
103147,4,2,1,3,0,3,1,0
103148,4,1,1,4,0,4,1,0
103149,6,1,4,4,0,3,1,0
103151,9,1,7,NULL,0,3,1,1
103154,4,2,1,4,1,4,1,0
103155,7,1,5,NULL,0,2,0,1
103156,7,2,5,4,0,3,1,0
103158,7,2,4,4,1,4,1,0
103161,5,2,1,4,0,4,1,0
103163,5,2,3,4,1,3,1,0
103164,9,2,6,NULL,1,4,1,1
103165,8,2,6,NULL,1,3,1,1
103166,3,2,1,4,1,2,0,0
103168,5,2,2,2,0,3,1,0
103169,5,2,2,4,0,4,1,0
103170,3,2,1,3,1,3,1,0
103171,4,2,2,4,0,1,0,0
103172,7,2,4,4,0,4,1,0
103173,9,1,6,4,0,4,1,0
103174,9,2,7,4,0,3,1,0
103175,5,1,1,3,0,1,0,0
103176,5,1,2,3,0,2,0,0
103177,7,1,5,3,1,2,0,0
103178,7,1,4,4,1,3,1,0
103179,7,2,4,4,0,3,1,0
103181,7,1,4,3,0,2,0,0
103183,7,1,4,2,1,2,0,0
103184,6,2,4,4,1,4,1,0
103185,6,1,4,2,0,3,1,0
103186,7,2,4,2,0,4,1,0
103187,7,1,4,3,0,2,0,0
103188,7,1,4,NULL,1,1,0,1
103189,6,1,4,4,1,3,1,0
103190,9,1,5,3,0,3,1,0
103191,7,1,5,NULL,0,3,1,1
103192,7,1,5,4,0,4,1,0
103193,8,1,5,NULL,1,2,0,1
103194,6,2,4,3,0,3,1,0
103195,7,1,5,4,0,3,1,0
103196,7,1,5,4,1,3,1,0
103197,7,1,5,4,0,4,1,0
103198,6,2,5,4,0,3,1,0
103199,7,2,4,4,0,3,1,0
103200,7,1,5,4,0,4,1,0
103202,8,1,5,4,0,3,1,0
103203,6,2,4,3,1,3,1,0
103205,7,2,5,2,0,2,0,0
103206,8,1,5,3,0,1,0,0
103207,8,1,5,4,0,4,1,0
103208,6,2,4,4,0,3,1,0
103209,8,1,5,3,0,1,0,0
103210,6,1,4,NULL,0,3,1,1
103212,7,2,4,4,0,4,1,0
103213,6,2,4,NULL,0,4,1,1
103214,6,1,4,NULL,0,2,0,1
103215,8,2,6,4,0,3,1,0
103216,8,2,6,3,1,3,1,0
103217,8,1,6,3,0,2,0,0
103218,9,1,6,4,0,4,1,0
103219,8,2,6,4,1,4,1,0
103221,8,1,6,NULL,0,3,1,1
103222,9,2,6,NULL,0,2,0,1
103223,8,2,6,4,1,4,1,0
103224,9,1,6,3,1,2,0,0
103226,9,1,6,NULL,0,3,1,1
103227,9,2,7,2,0,2,0,0
103228,7,2,4,NULL,1,3,1,1
103229,7,1,4,4,0,4,1,0
103230,7,1,5,3,1,4,1,0
103231,8,1,6,4,1,4,1,0
103232,8,2,5,4,0,4,1,0
103233,8,1,6,3,1,4,1,0
103234,9,2,7,NULL,0,4,1,1
103235,10,2,7,NULL,0,4,1,1
103237,9,1,7,NULL,1,2,0,1
103240,7,2,6,4,0,4,1,0
103242,6,2,4,4,0,4,1,0
103244,8,2,5,4,0,3,1,0
103246,9,1,6,4,0,2,0,0
103247,10,2,7,4,0,4,1,0
103248,5,1,3,3,0,3,1,0
103249,5,1,2,3,1,4,1,0
103253,7,2,4,4,1,2,0,0
103254,6,1,4,3,0,3,1,0
103255,9,2,6,4,0,4,1,0
103256,10,1,7,NULL,0,3,1,1
103257,4,1,1,4,0,4,1,0
103258,5,1,2,4,0,4,1,0
103259,4,1,2,4,0,4,1,0
103260,4,1,2,4,0,3,1,0
103261,4,1,2,4,1,4,1,0
103263,6,2,3,3,1,3,1,0
103264,8,2,5,4,0,3,1,0
103266,6,2,4,3,0,3,1,0
103268,7,1,4,4,0,4,1,0
103269,10,1,7,3,0,3,1,0
103270,9,2,7,NULL,1,2,0,1
103271,7,2,4,NULL,1,2,0,1
103272,7,1,4,4,1,3,1,0
103273,1,1,5,NULL,0,2,0,1
103274,6,1,4,4,1,4,1,0
103275,7,1,5,4,0,4,1,0
103276,7,1,5,4,1,3,1,0
103278,7,1,5,4,0,3,1,0
103279,8,2,6,4,0,4,1,0
103281,10,2,7,4,0,4,1,0
103282,10,1,7,NULL,1,2,0,1
103283,9,1,7,4,1,3,1,0
103284,7,1,4,2,0,4,1,0
103285,8,1,4,NULL,1,4,1,1
103286,5,1,2,2,0,3,1,0
103287,6,1,3,4,0,3,1,0
103290,6,2,3,3,0,4,1,0
103291,5,1,3,NULL,0,4,1,1
103292,9,1,6,NULL,0,3,1,1
103293,8,1,6,1,1,4,1,0
103295,10,2,7,3,1,4,1,0
103296,10,2,7,NULL,0,3,1,1
103301,5,1,2,4,0,2,0,0
103304,3,2,1,NULL,1,4,1,1
103305,3,2,1,4,1,3,1,0
103306,3,2,1,NULL,1,3,1,1
103308,4,2,1,4,0,3,1,0
103309,3,2,1,3,0,3,1,0
103310,3,2,1,3,0,4,1,0
103311,4,2,1,4,1,4,1,0
103312,3,2,1,4,0,4,1,0
103314,4,2,1,3,1,4,1,0
103315,4,2,1,3,1,4,1,0
103317,3,1,1,4,0,3,1,0
103318,4,2,1,4,0,4,1,0
103321,5,2,3,3,0,3,1,0
103322,5,2,3,4,0,4,1,0
103323,5,2,3,4,1,3,1,0
103324,6,1,3,4,0,4,1,0
103325,5,2,3,4,1,4,1,0
103326,6,2,3,3,0,3,1,0
103327,6,2,3,4,1,1,0,0
103328,6,2,3,2,0,3,1,0
103329,5,1,3,4,0,3,1,0
103330,6,2,3,3,0,3,1,0
103331,6,2,3,4,0,4,1,0
103332,6,2,3,3,0,3,1,0
103333,5,1,3,NULL,0,2,0,1
103334,5,2,3,4,1,4,1,0
103335,5,1,3,4,0,3,1,0
103336,6,1,3,4,0,4,1,0
103337,5,1,3,4,0,3,1,0
103338,6,2,3,4,0,3,1,0
103339,6,2,3,4,0,1,0,0
103340,6,1,3,4,0,3,1,0
103341,6,1,3,NULL,0,3,1,1
103342,6,2,3,3,1,3,1,0
103343,5,2,3,4,0,3,1,0
103345,9,1,6,4,0,3,1,0
103346,7,2,5,3,0,3,1,0
103347,8,2,5,NULL,0,3,1,1
103348,10,1,7,NULL,0,4,1,1
103349,8,2,5,4,0,4,1,0
103350,10,1,7,NULL,1,4,1,1
103351,5,2,2,4,1,3,1,0
103352,4,2,2,4,1,2,0,0
103353,5,2,3,4,1,4,1,0
103355,5,1,3,3,0,3,1,0
103357,3,2,1,4,0,4,1,0
103358,4,1,1,4,0,4,1,0
103359,4,2,1,3,0,3,1,0
103361,5,2,2,NULL,1,2,0,1
103362,5,1,2,4,0,4,1,0
103363,7,2,5,4,0,4,1,0
103364,7,2,4,3,0,3,1,0
103365,7,1,4,2,0,4,1,0
103366,7,2,4,4,1,3,1,0
103367,4,2,1,3,1,4,1,0
103368,5,1,2,NULL,0,4,1,1
103371,7,1,3,3,1,4,1,0
103373,6,2,4,NULL,1,2,0,1
103374,6,1,4,NULL,1,3,1,1
103376,7,2,4,4,0,4,1,0
103377,8,2,5,4,0,3,1,0
103378,6,1,4,4,0,4,1,0
103379,7,1,4,4,1,3,1,0
103380,9,1,6,NULL,0,3,1,1
103381,8,1,5,NULL,0,3,1,1
103382,4,2,2,4,1,3,1,0
103383,4,2,1,4,0,2,0,0
103384,5,2,2,NULL,0,3,1,1
103385,3,2,1,3,1,2,0,0
103387,9,2,7,NULL,1,4,1,1
103388,4,1,2,4,1,3,1,0
103389,5,1,2,4,1,2,0,0
103390,6,2,3,2,1,2,0,0
103391,8,2,5,NULL,1,1,0,1
103392,10,1,7,4,0,3,1,0
103393,5,2,2,3,0,4,1,0
103395,9,2,4,3,1,1,0,0
103396,7,1,4,4,0,3,1,0
103397,7,2,4,4,0,4,1,0
103398,6,2,4,2,1,2,0,0
103399,6,1,4,3,0,3,1,0
103400,6,1,4,NULL,1,4,1,1
103401,6,2,4,4,0,3,1,0
103402,6,1,4,4,0,3,1,0
103403,9,2,6,4,0,4,1,0
103405,10,2,7,4,0,2,0,0
103407,5,1,2,3,0,4,1,0
103408,7,2,4,3,0,4,1,0
103410,3,1,1,4,0,3,1,0
103411,4,2,1,4,1,3,1,0
103412,5,2,3,4,0,3,1,0
103413,5,2,3,4,0,4,1,0
103415,3,1,1,4,0,4,1,0
103417,4,1,2,2,0,2,0,0
103418,4,1,2,3,1,2,0,0
103419,3,2,1,3,0,4,1,0
103421,4,2,1,3,0,4,1,0
103422,5,2,2,4,0,4,1,0
103423,4,1,2,2,0,1,0,0
103427,5,1,3,4,1,4,1,0
103429,7,1,4,4,0,4,1,0
103430,6,2,4,3,1,3,1,0
103431,5,2,4,4,0,4,1,0
103432,6,2,4,NULL,1,3,1,1
103433,6,1,4,4,0,3,1,0
103434,6,2,4,3,1,3,1,0
103435,6,2,4,3,1,4,1,0
103437,7,2,5,2,1,2,0,0
103438,9,2,7,3,0,3,1,0
103439,9,2,7,NULL,0,4,1,1
103440,7,1,4,4,0,3,1,0
103442,9,1,6,3,1,3,1,0
103443,7,1,4,4,0,4,1,0
103444,4,2,2,3,0,4,1,0
103447,9,1,6,4,1,4,1,0
103448,7,1,4,4,0,3,1,0
103449,9,2,7,NULL,0,4,1,1
103450,9,2,7,NULL,0,3,1,1
103451,9,2,7,3,1,4,1,0
103452,9,1,7,NULL,0,3,1,1
103453,7,1,5,4,0,4,1,0
103454,7,2,5,2,1,3,1,0
103456,3,2,1,3,1,2,0,0
103457,5,1,2,NULL,0,4,1,1
103458,6,1,3,3,0,1,0,0
103459,6,1,3,4,0,4,1,0
103460,6,2,3,3,0,2,0,0
103461,7,1,5,4,0,4,1,0
103462,3,2,1,4,1,4,1,0
103464,9,2,5,3,0,4,1,0
103465,3,1,1,4,1,3,1,0
103466,6,2,3,NULL,1,3,1,1
103467,5,2,3,3,0,4,1,0
103468,5,1,3,4,0,2,0,0
103469,9,1,6,NULL,0,1,0,1
103471,10,1,6,4,0,3,1,0
103472,8,1,6,4,0,3,1,0
103473,8,1,6,4,1,4,1,0
103474,4,1,1,4,1,3,1,0
103475,5,1,2,4,0,1,0,0
103476,3,2,1,4,1,2,0,0
103477,6,2,4,3,1,3,1,0
103478,7,2,4,NULL,1,3,1,1
103479,3,2,1,4,0,3,1,0
103480,5,1,2,2,1,2,0,0
103481,6,1,4,4,1,3,1,0
103482,7,1,4,4,1,4,1,0
103484,7,2,4,4,0,4,1,0
103485,7,2,4,4,1,4,1,0
103486,6,1,4,4,0,4,1,0
103487,8,2,4,NULL,0,4,1,1
103488,7,2,4,3,0,4,1,0
103489,7,2,4,4,0,3,1,0
103490,6,1,4,4,0,2,0,0
103491,6,1,4,4,0,4,1,0
103492,7,2,4,3,0,3,1,0
103494,7,1,4,4,0,2,0,0
103495,8,2,5,NULL,0,4,1,1
103496,8,2,5,NULL,1,2,0,1
103497,7,2,5,4,0,4,1,0
103498,8,2,5,NULL,1,3,1,1
103500,8,2,5,NULL,1,3,1,1
103501,10,1,7,3,1,3,1,0
103502,9,1,5,4,1,3,1,0
103503,10,2,7,4,1,3,1,0
103504,3,2,1,4,1,3,1,0
103505,3,2,1,4,0,3,1,0
103506,3,2,1,4,0,3,1,0
103508,4,2,1,2,0,2,0,0
103509,3,2,1,4,0,3,1,0
103510,4,2,1,4,1,4,1,0
103511,4,2,1,4,1,3,1,0
103512,3,1,1,4,0,2,0,0
103513,4,1,1,4,0,4,1,0
103514,3,2,1,4,0,2,0,0
103515,3,2,1,3,1,3,1,0
103516,4,2,1,4,0,3,1,0
103518,6,2,4,NULL,0,4,1,1
103522,10,2,7,4,0,4,1,0
103524,7,2,5,4,1,4,1,0
103525,8,1,5,NULL,1,4,1,1
103526,7,2,5,4,1,4,1,0
103527,8,2,5,3,1,3,1,0
103528,8,2,6,4,0,3,1,0
103529,10,1,6,NULL,1,3,1,1
103532,4,2,1,4,1,4,1,0
103534,9,1,6,2,0,2,0,0
103535,3,1,1,4,0,4,1,0
103537,4,1,2,4,0,3,1,0
103538,5,2,3,3,1,3,1,0
103539,3,2,1,3,1,3,1,0
103540,10,2,7,3,0,4,1,0
103541,4,2,1,NULL,1,2,0,1
103542,4,1,1,4,1,4,1,0
103543,3,2,1,4,1,3,1,0
103546,6,1,3,4,0,2,0,0
103547,6,1,3,4,0,4,1,0
103550,7,1,4,4,0,4,1,0
103551,10,1,7,3,1,4,1,0
103554,8,2,5,4,1,3,1,0
103555,9,1,6,4,0,3,1,0
103556,3,1,1,4,0,4,1,0
103557,3,2,1,2,1,1,0,0
103558,4,1,1,4,0,4,1,0
103560,6,1,3,3,1,3,1,0
103561,6,2,3,2,0,3,1,0
103562,6,2,3,NULL,1,2,0,1
103563,7,2,4,4,0,4,1,0
103564,4,1,1,4,0,4,1,0
103565,7,2,4,3,0,4,1,0
103566,4,2,1,3,0,2,0,0
103567,9,1,6,NULL,0,4,1,1
103568,7,2,5,4,1,3,1,0
103569,8,2,5,4,0,2,0,0
103570,7,2,5,NULL,1,3,1,1
103571,7,2,5,3,0,4,1,0
103572,7,2,5,4,1,3,1,0
103573,7,2,5,4,0,4,1,0
103578,5,1,2,4,0,4,1,0
103580,4,1,1,4,0,4,1,0
103581,4,2,1,NULL,0,4,1,1
103582,3,2,1,4,1,4,1,0
103584,4,1,2,4,0,2,0,0
103585,5,1,2,4,0,4,1,0
103586,4,1,2,4,0,4,1,0
103587,5,1,2,3,0,4,1,0
103588,3,2,1,4,0,4,1,0
103589,6,2,3,NULL,1,3,1,1
103590,5,2,3,4,0,4,1,0
103593,4,1,1,4,0,4,1,0
103596,10,1,7,NULL,1,3,1,1
103597,8,2,6,NULL,0,3,1,1
103598,5,2,2,NULL,0,1,0,1
103599,6,1,3,3,1,4,1,0
103600,6,2,4,NULL,0,4,1,1
103601,10,1,7,4,0,3,1,0
103602,9,2,7,3,1,4,1,0
103603,8,2,6,4,0,3,1,0
103604,8,2,6,3,0,3,1,0
103605,10,2,7,3,0,3,1,0
103606,6,1,4,4,0,4,1,0
103608,8,2,5,4,1,3,1,0
103609,8,2,5,NULL,1,3,1,1
103610,7,2,5,NULL,1,2,0,1
103611,7,1,5,4,1,4,1,0
103612,8,1,5,3,1,1,0,0
103614,5,2,1,3,1,3,1,0
103615,4,1,1,4,1,4,1,0
103616,4,2,1,4,0,4,1,0
103617,3,2,1,4,0,3,1,0
103621,5,2,2,4,1,4,1,0
103622,5,2,2,NULL,1,3,1,1
103623,5,1,3,4,0,4,1,0
103625,7,2,3,2,1,2,0,0
103626,6,2,3,4,1,4,1,0
103627,7,2,5,NULL,0,2,0,1
103628,8,1,5,4,0,4,1,0
103629,8,1,5,NULL,1,3,1,1
103630,8,1,5,NULL,0,4,1,1
103631,9,2,6,4,0,4,1,0
103632,9,2,7,4,0,4,1,0
103633,8,1,5,4,0,4,1,0
103634,9,2,7,NULL,1,2,0,1
103635,6,2,3,4,0,4,1,0
103636,6,2,3,4,0,3,1,0
103637,7,1,4,4,0,4,1,0
103638,6,1,4,3,0,4,1,0
103639,7,2,4,4,0,4,1,0
103640,7,1,4,NULL,1,4,1,1
103641,6,2,4,4,0,4,1,0
103642,7,1,4,3,0,3,1,0
103643,7,2,4,4,0,3,1,0
103646,7,1,4,4,0,3,1,0
103649,7,1,4,3,0,4,1,0
103657,7,1,4,4,0,3,1,0
103662,6,2,4,4,0,3,1,0
103663,6,2,4,4,0,4,1,0
103664,6,2,4,4,0,4,1,0
103665,7,1,5,3,0,4,1,0
103668,5,2,2,4,0,4,1,0
103669,4,2,2,4,0,3,1,0
103671,5,1,3,4,0,3,1,0
103672,4,2,1,3,1,2,0,0
103673,4,1,2,4,0,4,1,0
103674,6,1,5,4,0,4,1,0
103675,6,1,4,4,1,3,1,0
103676,9,1,6,NULL,1,3,1,1
103677,7,2,5,NULL,0,3,1,1
103678,4,2,1,NULL,0,2,0,1
103679,3,1,1,4,0,3,1,0
103680,4,2,2,4,0,3,1,0
103681,5,1,2,4,0,4,1,0
103682,5,1,2,4,0,4,1,0
103683,4,2,2,4,0,3,1,0
103684,6,1,2,3,1,2,0,0
103685,4,2,2,4,0,3,1,0
103686,5,1,2,3,1,1,0,0
103687,7,1,4,3,1,4,1,0
103688,9,1,6,4,0,4,1,0
103690,8,1,6,NULL,0,2,0,1
103691,10,1,7,NULL,1,2,0,1
103692,10,2,7,NULL,1,2,0,1
103693,7,1,3,NULL,1,3,1,1
103694,6,2,3,3,1,3,1,0
103695,7,2,4,4,0,4,1,0
103696,6,1,4,4,1,4,1,0
103697,6,2,4,4,0,1,0,0
103698,7,1,4,4,0,3,1,0
103699,7,1,5,4,1,4,1,0
103700,9,2,6,4,0,4,1,0
103702,9,1,7,3,0,4,1,0
103703,5,1,2,4,1,4,1,0
103704,5,2,3,4,1,3,1,0
103707,11,1,7,4,0,3,1,0
103708,10,1,7,3,1,3,1,0
103710,9,2,6,4,1,4,1,0
103711,9,1,7,4,1,2,0,0
103712,9,1,7,3,0,3,1,0
103713,9,1,7,NULL,1,2,0,1
103714,10,2,7,3,1,3,1,0
103715,3,2,1,4,0,4,1,0
103717,6,1,2,NULL,1,2,0,1
103718,9,1,6,4,0,4,1,0
103719,8,2,6,4,1,4,1,0
103720,8,2,6,4,1,4,1,0
103721,8,1,6,3,0,3,1,0
103723,10,1,7,4,0,3,1,0
103725,10,1,7,NULL,0,4,1,1
103726,9,1,7,NULL,0,4,1,1
103727,10,2,7,4,0,4,1,0
103728,11,2,7,4,0,3,1,0
103729,9,1,7,2,0,3,1,0
103730,10,1,7,4,0,4,1,0
103731,8,1,6,3,1,1,0,0
103733,7,1,4,4,1,4,1,0
103734,7,1,5,4,1,2,0,0
103735,9,1,6,3,1,3,1,0
103736,8,1,6,4,0,4,1,0
103737,10,1,7,NULL,1,4,1,1
103738,9,1,7,4,0,4,1,0
103739,5,1,2,4,1,4,1,0
103740,4,2,2,4,0,4,1,0
103741,5,1,2,4,0,4,1,0
103743,4,2,2,4,0,3,1,0
103744,4,1,2,4,1,3,1,0
103745,5,1,2,4,1,2,0,0
103746,4,1,2,3,1,3,1,0
103747,5,1,2,2,0,3,1,0
103748,5,1,2,4,0,3,1,0
103749,6,1,4,4,0,2,0,0
103750,10,1,7,NULL,1,4,1,1
103751,10,2,7,4,0,4,1,0
103752,7,2,4,NULL,1,4,1,1
103753,7,2,4,4,0,3,1,0
103754,6,2,4,4,0,3,1,0
103755,7,2,4,NULL,0,3,1,1
103757,8,2,5,4,0,3,1,0
103758,9,2,6,NULL,1,3,1,1
103759,8,1,5,NULL,1,4,1,1
103761,10,2,7,3,0,3,1,0
103762,7,2,4,4,0,4,1,0
103763,8,2,6,4,0,4,1,0
103764,10,2,7,4,0,4,1,0
103765,9,1,7,NULL,1,4,1,1
103768,6,2,4,3,1,1,0,0
103769,7,1,4,3,0,4,1,0
103770,7,2,4,4,0,4,1,0
103772,6,2,4,3,1,1,0,0
103773,10,1,5,4,0,1,0,0
103774,8,2,4,4,0,3,1,0
103775,6,2,4,4,1,4,1,0
103776,9,2,4,4,0,4,1,0
103778,6,1,4,4,1,4,1,0
103779,6,1,4,4,0,4,1,0
103780,8,1,5,4,0,1,0,0
103781,7,2,5,4,0,2,0,0
103782,7,2,5,4,1,3,1,0
103783,7,2,5,3,0,3,1,0
103784,7,1,5,4,0,3,1,0
103785,7,2,5,4,0,4,1,0
103786,8,1,5,4,0,3,1,0
103787,7,1,5,4,0,4,1,0
103788,7,1,5,2,0,3,1,0
103789,7,1,5,2,1,2,0,0
103790,7,1,5,3,1,4,1,0
103791,7,1,5,4,0,3,1,0
103792,8,2,6,4,0,4,1,0
103793,7,1,5,4,0,3,1,0
103794,7,2,5,4,0,3,1,0
103795,7,2,5,NULL,0,4,1,1
103796,7,1,5,NULL,0,3,1,1
103797,7,1,5,4,0,4,1,0
103798,7,1,5,4,0,4,1,0
103799,7,2,5,3,1,3,1,0
103800,7,2,5,NULL,0,4,1,1
103801,8,2,6,NULL,1,3,1,1
103802,7,2,5,3,0,3,1,0
103803,7,1,5,4,0,4,1,0
103804,7,1,4,4,1,4,1,0
103805,7,1,5,3,0,3,1,0
103806,7,1,5,3,0,4,1,0
103807,7,1,4,3,0,3,1,0
103808,7,2,5,NULL,0,2,0,1
103809,7,1,5,3,0,3,1,0
103810,9,1,6,4,0,3,1,0
103811,10,2,7,NULL,0,2,0,1
103812,10,1,7,4,0,2,0,0
103815,9,2,6,3,0,4,1,0
103817,10,2,7,NULL,1,4,1,1
103818,3,2,1,4,0,3,1,0
103819,5,2,2,3,0,4,1,0
103822,8,1,5,4,1,4,1,0
103825,7,1,4,4,0,4,1,0
103826,7,2,5,4,0,3,1,0
103827,8,2,5,3,0,4,1,0
103828,7,2,5,4,0,4,1,0
103829,10,2,7,NULL,0,3,1,1
103831,7,2,4,NULL,0,3,1,1
103832,7,1,4,3,1,3,1,0
103833,3,2,1,4,0,3,1,0
103834,4,1,1,3,1,3,1,0
103836,5,2,2,2,0,4,1,0
103837,6,1,4,4,0,3,1,0
103838,10,1,7,4,1,4,1,0
103839,9,2,7,4,0,3,1,0
103840,4,1,1,3,1,3,1,0
103842,5,2,3,4,1,3,1,0
103845,6,1,4,3,1,4,1,0
103856,7,2,4,3,1,4,1,0
103859,7,2,6,1,0,3,1,0
103860,7,2,5,4,0,2,0,0
103862,9,2,5,4,1,3,1,0
103865,7,2,5,4,0,4,1,0
103868,8,2,5,NULL,0,3,1,1
103869,7,2,5,4,0,4,1,0
103870,7,2,5,3,1,4,1,0
103871,8,2,5,NULL,0,3,1,1
103872,7,2,5,3,0,3,1,0
103876,9,2,6,NULL,1,2,0,1
103883,8,2,6,2,0,4,1,0
103884,8,1,6,4,0,3,1,0
103887,8,1,6,NULL,0,3,1,1
103888,8,2,6,NULL,0,4,1,1
103889,8,1,6,NULL,0,3,1,1
103892,9,2,7,4,0,3,1,0
103895,9,2,7,4,0,4,1,0
103896,9,2,7,NULL,0,4,1,1
103899,4,2,2,4,1,4,1,0
103900,4,2,2,3,1,3,1,0
103901,5,1,2,3,0,3,1,0
103902,4,2,2,4,0,3,1,0
103903,4,2,2,4,0,4,1,0
103904,4,2,2,3,0,3,1,0
103905,4,2,2,4,0,4,1,0
103906,4,1,2,3,0,3,1,0
103907,4,2,2,4,0,4,1,0
103908,4,2,2,3,0,4,1,0
103911,7,1,4,4,0,3,1,0
103912,7,1,4,4,0,4,1,0
103913,7,2,4,NULL,1,2,0,1
103915,7,1,4,4,0,4,1,0
103916,8,2,4,2,1,2,0,0
103917,7,2,4,4,1,4,1,0
103918,8,1,4,4,0,4,1,0
103919,7,1,4,4,0,4,1,0
103920,7,2,4,4,0,4,1,0
103921,8,1,4,3,0,2,0,0
103922,7,1,4,4,0,4,1,0
103923,6,1,4,3,1,3,1,0
103924,8,1,4,4,0,4,1,0
103925,7,1,4,4,1,4,1,0
103926,6,1,4,4,0,4,1,0
103932,6,2,4,4,1,2,0,0
103933,7,2,4,NULL,0,4,1,1
103934,7,2,4,NULL,1,4,1,1
103936,8,2,4,3,1,3,1,0
103937,6,2,4,NULL,0,3,1,1
103938,7,2,4,4,0,4,1,0
103939,7,2,4,NULL,0,3,1,1
103940,8,2,5,NULL,0,2,0,1
103942,7,2,5,4,0,3,1,0
103943,9,1,5,3,0,2,0,0
103944,7,1,5,NULL,0,3,1,1
103946,8,2,5,NULL,1,2,0,1
103947,8,2,5,NULL,1,3,1,1
103949,7,2,5,NULL,0,3,1,1
103951,7,1,5,NULL,1,3,1,1
103952,7,1,5,NULL,1,3,1,1
103953,9,2,5,3,0,3,1,0
103955,8,2,5,NULL,1,3,1,1
103956,8,2,5,NULL,1,3,1,1
103957,7,2,5,4,0,3,1,0
103958,8,1,5,NULL,1,4,1,1
103959,8,2,5,3,1,2,0,0
103960,7,2,5,3,0,4,1,0
103961,7,2,5,4,1,3,1,0
103962,9,1,5,4,1,4,1,0
103964,8,2,5,NULL,0,2,0,1
103965,8,2,5,NULL,0,3,1,1
103966,10,1,7,NULL,1,2,0,1
103967,10,2,7,NULL,1,4,1,1
103968,10,1,6,4,0,3,1,0
103969,10,1,7,NULL,0,2,0,1
103970,9,2,6,NULL,0,3,1,1
103971,9,2,6,NULL,1,3,1,1
103972,9,1,6,NULL,1,4,1,1
103974,5,2,2,3,1,4,1,0
103976,8,1,4,NULL,1,1,0,1
103977,8,2,6,3,0,4,1,0
103978,10,1,7,4,0,3,1,0
103979,10,1,7,4,0,3,1,0
103980,8,1,6,NULL,1,2,0,1
103981,8,1,6,NULL,0,1,0,1
103984,8,2,6,NULL,0,3,1,1
103985,8,2,6,4,0,4,1,0
103986,8,2,6,3,0,4,1,0
103987,9,2,6,3,0,3,1,0
103988,8,2,6,3,0,4,1,0
103989,9,2,6,4,0,4,1,0
103990,8,2,6,NULL,0,3,1,1
103991,7,2,4,4,0,4,1,0
103992,8,2,6,NULL,0,4,1,1
103995,5,2,2,4,1,3,1,0
103996,5,2,2,2,0,4,1,0
103997,5,1,2,3,0,3,1,0
103998,3,2,1,3,1,3,1,0
103999,5,1,2,3,0,1,0,0
104000,5,1,3,4,0,4,1,0
104001,4,2,2,4,0,3,1,0
104002,5,1,3,4,0,3,1,0
104003,3,1,1,4,0,3,1,0
104004,4,2,2,3,0,3,1,0
104005,6,1,3,4,0,3,1,0
104006,9,1,6,4,0,4,1,0
104008,6,2,3,2,1,3,1,0
104009,8,2,4,NULL,1,3,1,1
104010,7,2,4,3,0,3,1,0
104011,8,2,6,4,0,4,1,0
104013,9,2,6,NULL,1,2,0,1
104014,5,1,2,2,0,2,0,0
104015,8,2,5,4,0,4,1,0
104017,8,2,6,1,0,2,0,0
104018,5,1,3,NULL,0,3,1,1
104019,4,1,1,4,0,2,0,0
104020,7,2,4,4,0,4,1,0
104021,7,1,4,4,0,4,1,0
104022,10,1,7,NULL,0,4,1,1
104023,6,2,4,4,0,4,1,0
104024,8,1,5,4,0,3,1,0
104025,4,2,1,4,0,4,1,0
104026,9,2,7,2,0,3,1,0
104027,6,1,4,3,1,3,1,0
104029,6,1,3,4,1,4,1,0
104030,7,2,4,4,0,3,1,0
104031,8,2,6,3,1,3,1,0
104033,7,2,5,4,1,4,1,0
104034,9,1,6,3,0,3,1,0
104035,7,2,5,NULL,1,3,1,1
104036,8,1,6,4,0,4,1,0
104037,8,1,6,4,0,3,1,0
104038,8,1,6,4,0,3,1,0
104039,8,1,6,3,0,4,1,0
104040,9,1,7,4,0,4,1,0
104041,9,1,7,3,0,3,1,0
104042,9,2,7,2,0,4,1,0
